,Adversarial Debiasing,Prejudice Remover,Nondebiasing,Ensemble
0,0.6546717171717171,0.6546717171717171,0.6515151515151515,0.6546717171717171
1,0.6477272727272727,0.6111111111111112,0.6691919191919192,0.6534090909090909
2,0.6470959595959596,0.6515151515151515,0.6502525252525253,0.6496212121212122
3,0.6628787878787878,0.6723484848484849,0.6647727272727273,0.6736111111111112
4,0.6672979797979798,0.538510101010101,0.6761363636363636,0.6742424242424242
5,0.6597222222222222,0.5549242424242424,0.6597222222222222,0.6609848484848485
6,0.6281565656565656,0.6313131313131313,0.6388888888888888,0.6313131313131313
7,0.6515151515151515,0.6584595959595959,0.6458333333333334,0.6546717171717171
8,0.6496212121212122,0.6212121212121212,0.6672979797979798,0.6641414141414141
9,0.634469696969697,0.5309343434343434,0.6546717171717171,0.6527777777777778
