debias,prej,neural,ensemble
0.6333333333333333,0.01,0.7133333333333334,0.6033333333333334
0.68,0.016666666666666666,0.68,0.68
0.7033333333333334,0.006666666666666667,0.67,0.66
0.72,0.01,0.7133333333333334,0.7133333333333334
