,Mean Difference,Disparate Impact,Equal Opportunity Difference,Average Odds Difference,Theil Index
0,-0.07816380157858713,0.6182058512586058,-0.013554075724758419,-0.013636228446430802,0.17491003375690753
1,-0.07151852692032248,0.6477117162850109,0.0066883146225372725,-0.0019135879625248181,0.17067846773002512
2,-0.009565173220608764,0.9326149799794713,0.09404514929386998,0.06524204013470106,0.194594965603233
3,-0.08006544763433922,0.607866245292126,-0.0006611570247934129,-0.006806603216265403,0.17221059285019097
4,-0.07365680612332445,0.6373847276011185,-0.04567507777612506,-0.02512542578765397,0.17325528181542527
5,-0.0756126908529196,0.6281742123852404,-0.03678794684325559,-0.021423060464609664,0.17142534928078126
6,-0.06885355668161042,0.6604307031492479,-0.00565151008195558,-0.004468504346760667,0.17525190477871358
7,-0.0670324015051201,0.6638098881568363,-0.027800744109136022,-0.013116007167278489,0.1716268160157067
8,-0.07467658035636138,0.6287799869785146,-0.027234143795665244,-0.01712587038844335,0.16896966462908278
9,-0.08444571131820305,0.5939648093361144,-0.028488810123652786,-0.02179259073512816,0.1732396462646288
