,Mean Difference,Disparate Impact,Equal Opportunity Difference,Average Odds Difference,Theil Index
0,0.0028409090909090606,1.0031347962382444,0.0,0.0,0.1193150602003835
1,0.23728287841191065,1.3897096281202241,0.2622033139274519,0.0,0.3183304494739523
2,-0.05386571240229776,0.9450739389283657,-0.0026948124859644818,0.0,0.07460795205878074
3,0.45151795475569767,1.8924534574468088,0.002962962962962945,0.0,0.3652329138919262
4,0.4223362206710958,1.8219312602291324,-0.051724137931034475,0.0,0.3693846617050174
5,-0.1372698800702773,0.8393096664580166,-0.06978233034571069,0.0,0.14926552553719868
6,0.1098039215686275,1.1333333333333333,-0.15384615384615385,0.0,0.16840507469491203
7,0.23262053825514273,1.3496272760601247,0.018177762908442086,0.0,0.261170870107006
8,-0.08266756370364148,0.9153243173399948,0.0071428571428571175,0.0,0.0791920529927137
9,-0.13557323902151486,0.8194662480376766,0.060810810810810856,0.0,0.2520197964528184
