,Mean Difference,Disparate Impact,Equal Opportunity Difference,Average Odds Difference,Theil Index
0,0.18998579545454547,2.8013468013468015,0.2878787878787879,0.0,1.0231977611494518
1,0.20998759305210918,2.7957559681697615,0.2802254098360656,0.0,1.1194565449110006
2,0.0,,0.0,0.0,1.1711829815029455
3,0.013371457404759902,2.6914893617021276,0.017543859649122806,0.0,1.168315415711696
4,0.017324026574720375,5.382978723404255,0.01694915254237288,0.0,1.1970623145758554
5,0.002673592544496218,1.1650943396226414,0.03278688524590164,0.0,1.1402011195017066
6,0.010457516339869282,1.888888888888889,0.016666666666666666,0.0,1.2271991485132445
7,0.10846410277258314,2.1343537414965987,0.28851540616246496,0.0,1.0858251950596771
8,-0.023715415019762844,0.0,0.07142857142857142,0.0,1.0285074608841467
9,0.17359269083407017,2.294505494505495,0.35046778093135705,0.0,0.9697823345306756
