,Mean Difference,Disparate Impact,Equal Opportunity Difference,Average Odds Difference,Theil Index
0,0.0028409090909090606,1.0031347962382444,0.0,0.0,0.1193150602003835
1,-0.35763027295285355,0.6092849881396137,0.0,0.0,0.1379434701958912
2,-0.057726716263301614,0.9413677666188427,0.0,0.0,0.0711743603747644
3,-0.014885207299638381,0.9846912298910223,0.0,0.0,0.07444252139053217
4,-0.0322092338743587,0.9667390360399479,0.0,0.0,0.08812992070451439
5,-0.1615613780459858,0.8161029475697765,0.0,0.0,0.1389515565238042
6,0.06666666666666665,1.0769230769230769,0.0,0.0,0.13921299501937176
7,-0.26229774778437276,0.7256802721088434,0.0,0.0,0.12141894581480688
8,-0.061390967958960596,0.9371177534671375,0.0,0.0,0.07576441244169163
9,-0.18538166814028878,0.7684946632315054,0.0,0.0,0.2167193941650024
