,Adversarial Debiasing,Prejudice Remover,Nondebiasing,Ensemble
0,0.7870743192520303,0.7846857298846652,0.7870743192520303,0.7870743192520303
1,0.7841397666006961,0.787893264177984,0.791169043881799,0.791169043881799
2,0.7854364294001228,0.7919197433972566,0.7853681839896267,0.7853681839896267
3,0.7837302941377192,0.7906913260083259,0.7917150071657681,0.7917150071657681
4,0.7877567733569918,0.7884392274619532,0.7885757182829455,0.7885757182829455
5,0.7818194226438272,0.7900088719033646,0.7914420255237835,0.7915102709342797
6,0.7850952023476421,0.7846857298846652,0.7865283559680611,0.7865283559680611
7,0.784549239063673,0.7890534361564184,0.7890534361564184,0.7914420255237835
8,0.7947178052275985,0.7912372892922951,0.7947178052275985,0.7947178052275985
9,0.7902818535453491,0.789804135671876,0.7902818535453491,0.7902818535453491
