,Adversarial Debiasing,Prejudice Remover,Nondebiasing,Ensemble
0,0.7938306148911486,0.8061830341909506,0.8063877704224391,0.8064560158329352
1,0.7943765781751178,0.8046816351600354,0.8059100525489661,0.8060465433699584
2,0.79451306899611,0.8034532177711049,0.8039309356445778,0.8039309356445778
3,0.7884392274619532,0.803521463181601,0.8027707636661434,0.803521463181601
4,0.7904183443663414,0.8039991810550741,0.8052958438545008,0.8052958438545008
5,0.7913737801132874,0.7998362110148093,0.8002456834777861,0.8002456834777861
6,0.789804135671876,0.801610591687709,0.8024295366136628,0.8024295366136628
7,0.7947178052275985,0.8076161878113697,0.8070019791169044,0.8086398689688118
8,0.7867330921995496,0.8018153279191974,0.8013376100457245,0.8016788370982052
9,0.7947178052275985,0.8059100525489661,0.8062512796014468,0.8062512796014468
