,Mean Difference,Disparate Impact,Equal Opportunity Difference,Average Odds Difference,Theil Index
0,-0.004672897196261682,0.0,-0.05,-0.016233766233766232,0.3489987331773859
1,-0.01904761904761905,0.0,0.1185792349726776,-0.01364653243847875,0.3555071574079957
2,0.026984126984126982,1.9444444444444444,0.17777777777777778,0.05074074074074074,0.3782796117743022
3,0.0,,-0.03389830508474576,-0.02186800894854586,0.36144822269139004
4,0.0,,0.17905982905982906,0.08944897454904867,0.41047764993170865
5,-0.046632124352331605,0.0,0.07905982905982906,0.052642093696933366,0.3432567241190788
6,-0.015228426395939087,0.0,0.11777777777777779,0.0480759467966291,0.3366620276698419
7,-0.008161678973960355,0.746987951807229,0.048850574712643674,0.031979533098816765,0.31547459887840773
8,0.0,,0.2376910016977929,0.03030452350448408,0.34719619998418855
9,-0.018604651162790697,0.0,0.10675381263616557,0.031433978132884774,0.2955155670752417
