,Mean Difference,Disparate Impact,Equal Opportunity Difference,Average Odds Difference,Theil Index
0,-0.12150920974450385,0.8740375731444411,0.0,0.0,0.1051950230870159
1,-0.16478076379066475,0.8266369047619048,0.0,0.0,0.12141894581480688
2,-0.1008985879332478,0.8905597326649958,0.0,0.0,0.13344549212779824
3,-0.15931372549019607,0.8324742268041238,0.0,0.0,0.12938362067931833
4,-0.16268202564659862,0.8334260598642483,0.0,0.0,0.08795602881817544
5,-0.13636363636363635,0.854368932038835,0.0,0.0,0.09786911662556011
6,-0.21507352941176472,0.7795226130653267,0.0,0.0,0.10892355740476335
7,-0.15091575091575093,0.8346709470304976,0.0,0.0,0.15072738347773784
8,-0.14871691250757724,0.8475085465658345,0.0,0.0,0.08674303772367592
9,-0.16456287985039741,0.8305247953779489,0.0,0.0,0.10750018539438166
